Site,Zone,Transect,Photocount,PhotoID,GPS,GPS,Point,Abiotic (m/s/rb/b/rk/mm),Living cover(sg/ns/sc/ca/cc/ma/ta/ua/ev/nm),Genus,Species,Morphology,Notes,Species to count,count,n-1,n(n-1),Diversity
Wailupe,A,4,4,DCSF1221,,,13,s,no,,,,,,,,,
Wailupe,A,4,4,DCSF1221,,,14,s,no,,,,,,,,,
Wailupe,A,4,4,DCSF1221,,,15,s,no,,,,,,,,,
Wailupe,A,4,4,DCSF1221,,,16,s,no,,,,,,,,,
Wailupe,A,4,4,DCSF1221,,,17,s,no,,,,,,,,,
Wailupe,A,4,4,DCSF1221,,,18,s,no,,,,,,,,,
Wailupe,A,4,4,DCSF1221,,,19,rb,ma,Acanthophora,spicifera,b,,,,,,
Wailupe,A,4,4,DCSF1221,,,20,s,no,,,,,,,,,
Wailupe,A,4,5,DSCF11222,,,1,s,no,,,,,,,,,
Wailupe,A,4,5,DSCF11222,,,2,s,no,,,,,,,,,
Wailupe,A,4,5,DSCF11222,,,3,s,no,,,,,,,,,
Wailupe,A,4,5,DSCF11222,,,4,s,no,,,,,,,,,
Wailupe,A,4,5,DSCF11222,,,5,s,no,,,,,,,,,
Wailupe,A,4,5,DSCF11222,,,6,s,no,,,,,,,,,
Wailupe,A,4,5,DSCF11222,,,7,s,no,,,,,,,,,
Wailupe,A,4,5,DSCF11222,,,8,s,no,,,,,,,,,
Wailupe,A,4,5,DSCF11222,,,9,s,no,,,,,,,,,
Wailupe,A,4,5,DSCF11222,,,10,s,no,,,,,,,,,
Wailupe,A,4,5,DSCF11222,,,11,s,no,,,,,,,,,
Wailupe,A,4,5,DSCF11222,,,12,s,no,,,,,,,,,
Wailupe,A,4,5,DSCF11222,,,13,s,no,,,,,,,,,
Wailupe,A,4,5,DSCF11222,,,14,s,no,,,,,,,,,
Wailupe,A,4,5,DSCF11222,,,15,s,no,,,,,,,,,
Wailupe,A,4,5,DSCF11222,,,16,s,no,,,,,,,,,
Wailupe,A,4,5,DSCF11222,,,17,s,no,,,,,,,,,
Wailupe,A,4,5,DSCF11222,,,18,s,no,,,,,,,,,
Wailupe,A,4,5,DSCF11222,,,19,s,ns,Zoanthid,sp.,p,,,,,,
Wailupe,A,4,5,DSCF11222,,,20,s,no,,,,,,,,,
Wailupe,A,4,6,DSCF11223,,,1,s,no,,,,,,,,,
Wailupe,A,4,6,DSCF11223,,,2,s,no,,,,,,,,,
Wailupe,A,4,6,DSCF11223,,,3,s,no,,,,,,,,,
Wailupe,A,4,6,DSCF11223,,,4,s,no,,,,,,,,,
Wailupe,A,4,6,DSCF11223,,,5,s,no,,,,,,,,,
Wailupe,A,4,6,DSCF11223,,,6,s,no,,,,,,,,,
Wailupe,A,4,6,DSCF11223,,,7,s,no,,,,,,,,,
Wailupe,A,4,6,DSCF11223,,,8,s,no,,,,,,,,,
Wailupe,A,4,6,DSCF11223,,,9,s,no,,,,,,,,,
Wailupe,A,4,6,DSCF11223,,,10,s,no,,,,,,,,,
Wailupe,A,4,6,DSCF11223,,,11,s,no,,,,,,,,,
Wailupe,A,4,6,DSCF11223,,,12,s,no,,,,,,,,,
Wailupe,A,4,6,DSCF11223,,,13,s,no,,,,,,,,,
Wailupe,A,4,6,DSCF11223,,,14,s,no,,,,,,,,,
Wailupe,A,4,6,DSCF11223,,,15,s,no,,,,,,,,,
Wailupe,A,4,6,DSCF11223,,,16,s,no,,,,,,,,,
Wailupe,A,4,6,DSCF11223,,,17,s,ns,Zoanthid,sp.,p,,,,,,
Wailupe,A,4,6,DSCF11223,,,18,s,no,,,,,,,,,
Wailupe,A,4,6,DSCF11223,,,19,s,no,,,,,,,,,
Wailupe,A,4,6,DSCF11223,,,20,s,no,,,,,,,,,
Wailupe,A,4,7,DSCF11224,,,1,rb,ns,Zoanthid,sp.,p,,,,,,
Wailupe,A,4,7,DSCF11224,,,2,s,no,,,,,,,,,
Wailupe,A,4,7,DSCF11224,,,3,rb,no,,,,,,,,,
Wailupe,A,4,7,DSCF11224,,,4,rb,no,,,,,,,,,
Wailupe,A,4,7,DSCF11224,,,5,s,no,,,,,,,,,
Wailupe,A,4,7,DSCF11224,,,6,s,no,,,,,,,,,
Wailupe,A,4,7,DSCF11224,,,7,rb,ns,Zoanthid,sp.,p,,,,,,
Wailupe,A,4,7,DSCF11224,,,8,m,no,,,,,,,,,
Wailupe,A,4,7,DSCF11224,,,9,rb,ta,,,t,,,,,,
Wailupe,A,4,7,DSCF11224,,,10,rb,no,,,,,,,,,
Wailupe,A,4,7,DSCF11224,,,11,rb,no,,,,,,,,,
Wailupe,A,4,7,DSCF11224,,,12,m,no,,,,,,,,,
Wailupe,A,4,7,DSCF11224,,,13,rb,no,,,,,,,,,
Wailupe,A,4,7,DSCF11224,,,14,rb,ns,Zoanthid,sp.,p,,,,,,
Wailupe,A,4,7,DSCF11224,,,15,rb,ns,Zoanthid,sp.,p,,,,,,
Wailupe,A,4,7,DSCF11224,,,16,rb,ns,Zoanthid,sp.,p,,,,,,
Wailupe,A,4,7,DSCF11224,,,17,m,no,,,,,,,,,
Wailupe,A,4,7,DSCF11224,,,18,m,no,,,,,,,,,
Wailupe,A,4,7,DSCF11224,,,19,rb,no,,,,,,,,,
Wailupe,A,4,7,DSCF11224,,,20,m,no,,,,,,,,,
Wailupe,A,4,8,DSCF11226,,,1,s,no,,,,,,,,,
Wailupe,A,4,8,DSCF11226,,,2,s,no,,,,,,,,,
Wailupe,A,4,8,DSCF11226,,,3,s,no,,,,,,,,,
Wailupe,A,4,8,DSCF11226,,,4,s,no,,,,,,,,,
Wailupe,A,4,8,DSCF11226,,,5,rb,ma,Acanthophora,spicifera,b,,,,,,
Wailupe,A,4,8,DSCF11226,,,6,s,no,,,,,,,,,
Wailupe,A,4,8,DSCF11226,,,7,s,no,,,,,,,,,
Wailupe,A,4,8,DSCF11226,,,8,s,no,,,,,,,,,
Wailupe,A,4,8,DSCF11226,,,9,rb,ns,Zoanthid,sp.,p,,,,,,
Wailupe,A,4,8,DSCF11226,,,10,s,no,,,,,,,,,
Wailupe,A,4,8,DSCF11226,,,11,rb,no,,,,,,,,,
Wailupe,A,4,8,DSCF11226,,,12,s,no,,,,,,,,,
Wailupe,A,4,8,DSCF11226,,,13,rb,ns,Zoanthid,sp.,p,,,,,,
Wailupe,A,4,8,DSCF11226,,,14,s,no,,,,,,,,,
Wailupe,A,4,8,DSCF11226,,,15,s,no,,,,,,,,,
Wailupe,A,4,8,DSCF11226,,,16,rb,ns,Zoanthid,sp.,p,,,,,,
Wailupe,A,4,8,DSCF11226,,,17,s,no,,,,,,,,,
Wailupe,A,4,8,DSCF11226,,,18,s,no,,,,,,,,,
Wailupe,A,4,8,DSCF11226,,,19,s,no,,,,,,,,,
Wailupe,A,4,8,DSCF11226,,,20,rb,no,,,,,,,,,
Wailupe,A,4,9,DSCF11228,,,1,s,no,,,,,,,,,
Wailupe,A,4,9,DSCF11228,,,2,s,no,,,,,,,,,
Wailupe,A,4,9,DSCF11228,,,3,rb,ta,,,t,,,,,,
Wailupe,A,4,9,DSCF11228,,,4,rb,ns,Zoanthid,sp.,p,,,,,,
Wailupe,A,4,9,DSCF11228,,,5,s,no,,,,,,,,,
Wailupe,A,4,9,DSCF11228,,,6,s,no,,,,,,,,,
Wailupe,A,4,9,DSCF11228,,,7,s,no,,,,,,,,,
Wailupe,A,4,9,DSCF11228,,,8,s,no,,,,,,,,,
Wailupe,A,4,9,DSCF11228,,,9,s,no,,,,,,,,,
Wailupe,A,4,9,DSCF11228,,,10,s,no,,,,,,,,,
Wailupe,A,4,9,DSCF11228,,,11,s,no,,,,,,,,,
Wailupe,A,4,9,DSCF11228,,,12,rb,ns,Zoanthid,sp.,p,,,,,,
Wailupe,A,4,9,DSCF11228,,,13,s,no,,,,,,,,,
Wailupe,A,4,9,DSCF11228,,,14,s,no,,,,,,,,,
Wailupe,A,4,9,DSCF11228,,,15,s,no,,,,,,,,,
Wailupe,A,4,9,DSCF11228,,,16,s,no,,,,,,,,,
Wailupe,A,4,9,DSCF11228,,,17,s,no,,,,,,,,,
Wailupe,A,4,9,DSCF11228,,,18,rb,ns,Zoanthid,sp.,p,,,,,,
Wailupe,A,4,9,DSCF11228,,,19,s,no,,,,,,,,,
Wailupe,A,4,9,DSCF11228,,,20,s,no,,,,,,,,,
Wailupe,A,4,10,DSCF11229,,,1,rb,ta,,,t,,,,,,
Wailupe,A,4,10,DSCF11229,,,2,rb,ta,,,t,,,,,,
Wailupe,A,4,10,DSCF11229,,,3,rb,no,,,,,,,,,
Wailupe,A,4,10,DSCF11229,,,4,rb,ns,Zoanthid,sp.,p,,,,,,
Wailupe,A,4,10,DSCF11229,,,5,s,no,,,,,,,,,
Wailupe,A,4,10,DSCF11229,,,6,rb,ta,,,t,,,,,,
Wailupe,A,4,10,DSCF11229,,,7,rb,no,,,,,,,,,
Wailupe,A,4,10,DSCF11229,,,8,rb,no,,,,,,,,,
Wailupe,A,4,10,DSCF11229,,,9,rb,ta,,,t,,,,,,
Wailupe,A,4,10,DSCF11229,,,10,rb,no,,,,,,,,,
Wailupe,A,4,10,DSCF11229,,,11,rb,no,,,,,,,,,
Wailupe,A,4,10,DSCF11229,,,12,rb,ta,,,t,,,,,,
Wailupe,A,4,10,DSCF11229,,,13,rb,no,,,,,,,,,
Wailupe,A,4,10,DSCF11229,,,14,rb,no,,,,,,,,,
Wailupe,A,4,10,DSCF11229,,,15,rb,ta,,,t,,,,,,
Wailupe,A,4,10,DSCF11229,,,16,rb,ta,,,t,,,,,,
Wailupe,A,4,10,DSCF11229,,,17,rb,ta,,,t,,,,,,
Wailupe,A,4,10,DSCF11229,,,18,rb,ta,,,t,,,,,,
Wailupe,A,4,10,DSCF11229,,,19,rb,no,,,,,,,,,
Wailupe,A,4,10,DSCF11229,,,20,rb,no,,,,,,,,,
Wailupe,A,5,1,DSCF11230,21.27550,-157.76294,1,rb,ta,,,t,,Gracilaria salicornia,17,16,272,0.6950067476
Wailupe,A,5,1,DSCF11230,21.27550,-157.76294,2,rb,no,,,,,Articulated Coralline Algae,0,-1,0,
Wailupe,A,5,1,DSCF11230,21.27550,-157.76294,3,rb,ta,,,t,,Acanthophora spicifera,1,0,0,
Wailupe,A,5,1,DSCF11230,21.27550,-157.76294,4,rb,ta,,,t,,Actinotrichia sp.,0,-1,0,
Wailupe,A,5,1,DSCF11230,21.27550,-157.76294,5,s,no,,,,,Crustose coralline algae,0,-1,0,
Wailupe,A,5,1,DSCF11230,21.27550,-157.76294,6,s,no,,,,,Cyanobacteria sp.,10,9,90,
Wailupe,A,5,1,DSCF11230,21.27550,-157.76294,7,s,ns,Zoanthid,sp.,p,,Euptiloclaida sp.,1,0,0,
Wailupe,A,5,1,DSCF11230,21.27550,-157.76294,8,s,no,,,,,Halimeda sp. ,0,-1,0,
Wailupe,A,5,1,DSCF11230,21.27550,-157.76294,9,s,no,,,,,Hydrolithon sp.,0,-1,0,
Wailupe,A,5,1,DSCF11230,21.27550,-157.76294,10,rb,no,,,,,Hypnea sp.,0,-1,0,
Wailupe,A,5,1,DSCF11230,21.27550,-157.76294,11,rb,no,,,,,Lyngbya sp.,0,-1,0,
Wailupe,A,5,1,DSCF11230,21.27550,-157.76294,12,rb,ta,,,t,,Montipora sp.,0,-1,0,
Wailupe,A,5,1,DSCF11230,21.27550,-157.76294,13,s,no,,,,,Neritina sp.,0,-1,0,
Wailupe,A,5,1,DSCF11230,21.27550,-157.76294,14,s,no,,,,,Peyssonnelia sp.,0,-1,0,
Wailupe,A,5,1,DSCF11230,21.27550,-157.76294,15,rb,no,,,,,Porites sp. ,0,-1,0,
Wailupe,A,5,1,DSCF11230,21.27550,-157.76294,16,s,no,,,,,Pterocladiella sp.,0,-1,0,
Wailupe,A,5,1,DSCF11230,21.27550,-157.76294,17,rb,no,,,,,Spyridia filamentosa,0,-1,0,
Wailupe,A,5,1,DSCF11230,21.27550,-157.76294,18,rb,no,,,,,Zoanthid sp. ,10,9,90,
Wailupe,A,5,1,DSCF11230,21.27550,-157.76294,19,rb,ta,,,t,,SUM,39,,452,
Wailupe,A,5,1,DSCF11230,21.27550,-157.76294,20,rb,ns,Zoanthid,sp.,p,,,,,,
Wailupe,A,5,2,DSCF1231,,,1,rb,ta,,,t,,,,,,
Wailupe,A,5,2,DSCF1231,,,2,rb,ma,Cyanobacteria,sp.,b,,N(N-1),1482,,,
Wailupe,A,5,2,DSCF1231,,,3,rb,ma,Cyanobacteria,sp.,b,,D=n(n-1)/N(N-1),0.6950067476,,,
Wailupe,A,5,2,DSCF1231,,,4,rb,ma,Cyanobacteria,sp.,b,,,,,,
Wailupe,A,5,2,DSCF1231,,,5,rb,no,,,,,,,,,
Wailupe,A,5,2,DSCF1231,,,6,rb,no,,,,,,,,,
Wailupe,A,5,2,DSCF1231,,,7,rb,ma,Cyanobacteria,sp.,b,,,,,,
Wailupe,A,5,2,DSCF1231,,,8,rb,ta,,,t,,,,,,
Wailupe,A,5,2,DSCF1231,,,9,rb,ta,,,t,,,,,,
Wailupe,A,5,2,DSCF1231,,,10,s,no,,,,,,,,,
Wailupe,A,5,2,DSCF1231,,,11,rb,ma,Cyanobacteria,sp.,b,,,,,,
Wailupe,A,5,2,DSCF1231,,,12,rb,ma,Euptilocladia,magruderi,b,,,,,,
Wailupe,A,5,2,DSCF1231,,,13,rb,ta,,,t,,,,,,
Wailupe,A,5,2,DSCF1231,,,14,rb,ta,,,t,,,,,,
Wailupe,A,5,2,DSCF1231,,,15,rb,ma,Cyanobacteria,sp.,b,,,,,,
Wailupe,A,5,2,DSCF1231,,,16,rb,no,,,,,,,,,
Wailupe,A,5,2,DSCF1231,,,17,s,no,,,,,,,,,
Wailupe,A,5,2,DSCF1231,,,18,rb,ta,,,t,,,,,,
Wailupe,A,5,2,DSCF1231,,,19,rb,no,,,,,,,,,
Wailupe,A,5,2,DSCF1231,,,20,s,no,,,,,,,,,
Wailupe,A,5,3,DSCF1232,,,1,rb,no,,,,,,,,,
Wailupe,A,5,3,DSCF1232,,,2,s,no,,,,,,,,,
Wailupe,A,5,3,DSCF1232,,,3,s,no,,,,,,,,,
Wailupe,A,5,3,DSCF1232,,,4,s,no,,,,,,,,,
Wailupe,A,5,3,DSCF1232,,,5,s,no,,,,,,,,,
Wailupe,A,5,3,DSCF1232,,,6,rb,no,,,,,,,,,
Wailupe,A,5,3,DSCF1232,,,7,s,no,,,,,,,,,
Wailupe,A,5,3,DSCF1232,,,8,s,no,,,,,,,,,
Wailupe,A,5,3,DSCF1232,,,9,s,no,,,,,,,,,
Wailupe,A,5,3,DSCF1232,,,10,s,no,,,,,,,,,
Wailupe,A,5,3,DSCF1232,,,11,s,no,,,,,,,,,
Wailupe,A,5,3,DSCF1232,,,12,rb,no,,,,,,,,,
Wailupe,A,5,3,DSCF1232,,,13,s,no,,,,,,,,,
Wailupe,A,5,3,DSCF1232,,,14,s,no,,,,,,,,,
Wailupe,A,5,3,DSCF1232,,,15,s,no,,,,,,,,,
Wailupe,A,5,3,DSCF1232,,,16,s,no,,,,,,,,,
Wailupe,A,5,3,DSCF1232,,,17,s,no,,,,,,,,,
Wailupe,A,5,3,DSCF1232,,,18,s,no,,,,,,,,,
Wailupe,A,5,3,DSCF1232,,,19,s,no,,,,,,,,,
Wailupe,A,5,3,DSCF1232,,,20,s,no,,,,,,,,,
Wailupe,A,5,4,DSCF1235,,,1,s,no,,,,,,,,,
Wailupe,A,5,4,DSCF1235,,,2,s,ns,Zoanthid,sp.,p,,,,,,
Wailupe,A,5,4,DSCF1235,,,3,s,no,,,,,,,,,
Wailupe,A,5,4,DSCF1235,,,4,s,no,,,,,,,,,
Wailupe,A,5,4,DSCF1235,,,5,s,no,,,,,,,,,
Wailupe,A,5,4,DSCF1235,,,6,rb,no,,,,,,,,,
Wailupe,A,5,4,DSCF1235,,,7,s,no,,,,,,,,,
Wailupe,A,5,4,DSCF1235,,,8,s,no,,,,,,,,,
Wailupe,A,5,4,DSCF1235,,,9,s,no,,,,,,,,,
Wailupe,A,5,4,DSCF1235,,,10,s,no,,,,,,,,,
Wailupe,A,5,4,DSCF1235,,,11,s,no,,,,,,,,,
Wailupe,A,5,4,DSCF1235,,,12,s,no,,,,,,,,,
Wailupe,A,5,4,DSCF1235,,,13,s,no,,,,,,,,,
Wailupe,A,5,4,DSCF1235,,,14,s,no,,,,,,,,,
Wailupe,A,5,4,DSCF1235,,,15,s,no,,,,,,,,,
Wailupe,A,5,4,DSCF1235,,,16,rb,ta,Cyanobacteria,sp.,ta,,,,,,
Wailupe,A,5,4,DSCF1235,,,17,s,no,,,,,,,,,
Wailupe,A,5,4,DSCF1235,,,18,s,no,,,,,,,,,
Wailupe,A,5,4,DSCF1235,,,19,s,no,,,,,,,,,
Wailupe,A,5,4,DSCF1235,,,20,s,no,,,,,,,,,
Wailupe,A,5,5,DSCF1236,,,1,s,no,,,,,,,,,
Wailupe,A,5,5,DSCF1236,,,2,s,no,,,,,,,,,
Wailupe,A,5,5,DSCF1236,,,3,s,no,,,,,,,,,
Wailupe,A,5,5,DSCF1236,,,4,rb,ma,Gracilaria,salicornia,b,,,,,,
Wailupe,A,5,5,DSCF1236,,,5,rb,ma,Gracilaria,salicornia,b,,,,,,
Wailupe,A,5,5,DSCF1236,,,6,s,no,,,,,,,,,
Wailupe,A,5,5,DSCF1236,,,7,s,no,,,,,,,,,
Wailupe,A,5,5,DSCF1236,,,8,s,no,,,,,,,,,
Wailupe,A,5,5,DSCF1236,,,9,s,no,,,,,,,,,
Wailupe,A,5,5,DSCF1236,,,10,s,no,,,,,,,,,
Wailupe,A,5,5,DSCF1236,,,11,rb,ta,,,t,,,,,,
Wailupe,A,5,5,DSCF1236,,,12,s,no,,,,,,,,,
Wailupe,A,5,5,DSCF1236,,,13,s,no,,,,,,,,,
Wailupe,A,5,5,DSCF1236,,,14,s,no,,,,,,,,,
Wailupe,A,5,5,DSCF1236,,,15,s,no,,,,,,,,,
Wailupe,A,5,5,DSCF1236,,,16,s,no,,,,,,,,,
Wailupe,A,5,5,DSCF1236,,,17,s,no,,,,,,,,,
Wailupe,A,5,5,DSCF1236,,,18,s,no,,,,,,,,,
Wailupe,A,5,5,DSCF1236,,,19,rb,ma,Gracilaria,salicornia,b,,,,,,
Wailupe,A,5,5,DSCF1236,,,20,s,no,,,,,,,,,
Wailupe,A,5,6,DSCF1237,,,1,rb,ma,Gracilaria,salicornia,b,,,,,,
Wailupe,A,5,6,DSCF1237,,,2,s,no,,,,,,,,,
Wailupe,A,5,6,DSCF1237,,,3,s,no,,,,,,,,,
Wailupe,A,5,6,DSCF1237,,,4,rb,ma,Gracilaria,salicornia,b,,,,,,
Wailupe,A,5,6,DSCF1237,,,5,rb,ma,Gracilaria,salicornia,b,,,,,,
Wailupe,A,5,6,DSCF1237,,,6,s,no,,,,,,,,,
Wailupe,A,5,6,DSCF1237,,,7,rb,ma,Gracilaria,salicornia,b,,,,,,
Wailupe,A,5,6,DSCF1237,,,8,s,no,,,,,,,,,
Wailupe,A,5,6,DSCF1237,,,9,s,no,,,,,,,,,
Wailupe,A,5,6,DSCF1237,,,10,s,no,,,,,,,,,
Wailupe,A,5,6,DSCF1237,,,11,s,no,,,,,,,,,
Wailupe,A,5,6,DSCF1237,,,12,s,no,,,,,,,,,
Wailupe,A,5,6,DSCF1237,,,13,rb,ta,,,t,,,,,,
Wailupe,A,5,6,DSCF1237,,,14,rb,ma,Gracilaria,salicornia,b,,,,,,
Wailupe,A,5,6,DSCF1237,,,15,s,no,,,,,,,,,
Wailupe,A,5,6,DSCF1237,,,16,rb,no,,,,,,,,,
Wailupe,A,5,6,DSCF1237,,,17,s,no,,,,,,,,,
Wailupe,A,5,6,DSCF1237,,,18,rb,ma,Gracilaria,salicornia,b,,,,,,
Wailupe,A,5,6,DSCF1237,,,19,s,no,,,,,,,,,
Wailupe,A,5,6,DSCF1237,,,20,s,no,,,,,,,,,
Wailupe,A,5,7,DSCF1238,,,1,s,no,,,,,,,,,
Wailupe,A,5,7,DSCF1238,,,2,s,no,,,,,,,,,
Wailupe,A,5,7,DSCF1238,,,3,s,no,,,,,,,,,
Wailupe,A,5,7,DSCF1238,,,4,s,no,,,,,,,,,
Wailupe,A,5,7,DSCF1238,,,5,rb,ma,Cyanobacteria,sp.,b,,,,,,
Wailupe,A,5,7,DSCF1238,,,6,s,no,,,,,,,,,
Wailupe,A,5,7,DSCF1238,,,7,s,no,,,,,,,,,
Wailupe,A,5,7,DSCF1238,,,8,s,no,,,,,,,,,
Wailupe,A,5,7,DSCF1238,,,9,s,no,,,,,,,,,
Wailupe,A,5,7,DSCF1238,,,10,s,no,,,,,,,,,
Wailupe,A,5,7,DSCF1238,,,11,s,no,,,,,,,,,
Wailupe,A,5,7,DSCF1238,,,12,s,no,,,,,,,,,
Wailupe,A,5,7,DSCF1238,,,13,s,no,,,,,,,,,
Wailupe,A,5,7,DSCF1238,,,14,s,no,,,,,,,,,
Wailupe,A,5,7,DSCF1238,,,15,s,no,,,,,,,,,
Wailupe,A,5,7,DSCF1238,,,16,s,no,,,,,,,,,
Wailupe,A,5,7,DSCF1238,,,17,s,no,,,,,,,,,
Wailupe,A,5,7,DSCF1238,,,18,s,no,,,,,,,,,
Wailupe,A,5,7,DSCF1238,,,19,s,no,,,,,,,,,
Wailupe,A,5,7,DSCF1238,,,20,s,no,,,,,,,,,
Wailupe,A,5,8,DSCF1239,,,1,s,no,,,,,,,,,
Wailupe,A,5,8,DSCF1239,,,2,s,ns,Zoanthid,sp.,p,,,,,,
Wailupe,A,5,8,DSCF1239,,,3,s,no,,,,,,,,,
Wailupe,A,5,8,DSCF1239,,,4,s,no,,,,,,,,,
Wailupe,A,5,8,DSCF1239,,,5,s,no,,,,,,,,,
Wailupe,A,5,8,DSCF1239,,,6,s,no,,,,,,,,,
Wailupe,A,5,8,DSCF1239,,,7,rb,ta,,,t,,,,,,
Wailupe,A,5,8,DSCF1239,,,8,s,no,,,,,,,,,
Wailupe,A,5,8,DSCF1239,,,9,rk,ns,Zoanthid,sp.,p,,,,,,
Wailupe,A,5,8,DSCF1239,,,10,s,no,,,,,,,,,
Wailupe,A,5,8,DSCF1239,,,11,s,no,,,,,,,,,
Wailupe,A,5,8,DSCF1239,,,12,s,no,,,,,,,,,
Wailupe,A,5,8,DSCF1239,,,13,rb,no,,,,,,,,,
Wailupe,A,5,8,DSCF1239,,,14,s,no,,,,,,,,,
Wailupe,A,5,8,DSCF1239,,,15,rb,ma,Cyanobacteria,sp.,b,,,,,,
Wailupe,A,5,8,DSCF1239,,,16,s,no,,,,,,,,,
Wailupe,A,5,8,DSCF1239,,,17,s,no,,,,,,,,,
Wailupe,A,5,8,DSCF1239,,,18,rk,ns,Zoanthid,sp.,p,,,,,,
Wailupe,A,5,8,DSCF1239,,,19,s,no,,,,,,,,,
Wailupe,A,5,8,DSCF1239,,,20,rk,ns,Zoanthid,sp.,p,,,,,,
Wailupe,A,5,9,DSCF1240,,,1,rk,ns,Zoanthid,sp.,p,,,,,,
Wailupe,A,5,9,DSCF1240,,,2,rk,ma,Gracilaria,salicornia,b,,,,,,
Wailupe,A,5,9,DSCF1240,,,3,rb,no,,,,,,,,,
Wailupe,A,5,9,DSCF1240,,,4,rb,ma,Gracilaria,salicornia,b,,,,,,
Wailupe,A,5,9,DSCF1240,,,5,rk,ns,Zoanthid,sp.,p,,,,,,
Wailupe,A,5,9,DSCF1240,,,6,rb,ma,Gracilaria,salicornia,b,,,,,,
Wailupe,A,5,9,DSCF1240,,,7,rb,ma,Gracilaria,salicornia,b,,,,,,
Wailupe,A,5,9,DSCF1240,,,8,rb,ta,Cyanobacteria,sp.,t,,,,,,
Wailupe,A,5,9,DSCF1240,,,9,rb,ma,Gracilaria,salicornia,b,,,,,,
Wailupe,A,5,9,DSCF1240,,,10,rk,ns,Zoanthid,sp.,p,,,,,,
Wailupe,A,5,9,DSCF1240,,,11,s,no,,,,,,,,,
Wailupe,A,5,9,DSCF1240,,,12,rb,ma,Gracilaria,salicornia,b,,,,,,
Wailupe,A,5,9,DSCF1240,,,13,rb,ma,Gracilaria,salicornia,b,,,,,,
Wailupe,A,5,9,DSCF1240,,,14,rb,ma,Acanthophora,spicifera,b,,,,,,
Wailupe,A,5,9,DSCF1240,,,15,rk,no,,,,,,,,,
Wailupe,A,5,9,DSCF1240,,,16,s,no,,,,,,,,,
Wailupe,A,5,9,DSCF1240,,,17,rk,no,,,,,,,,,
Wailupe,A,5,9,DSCF1240,,,18,rb,ma,Gracilaria,salicornia,b,,,,,,
Wailupe,A,5,9,DSCF1240,,,19,rk,ta,,,t,,,,,,
Wailupe,A,5,9,DSCF1240,,,20,s,no,,,,,,,,,
Wailupe,A,5,10,DSCFF1241,,,1,s,no,,,,,,,,,
Wailupe,A,5,10,DSCFF1241,,,2,s,no,,,,,,,,,
Wailupe,A,5,10,DSCFF1241,,,3,s,no,,,,,,,,,
Wailupe,A,5,10,DSCFF1241,,,4,s,no,,,,,,,,,
Wailupe,A,5,10,DSCFF1241,,,5,s,no,,,,,,,,,
Wailupe,A,5,10,DSCFF1241,,,6,s,no,,,,,,,,,
Wailupe,A,5,10,DSCFF1241,,,7,s,no,,,,,,,,,
Wailupe,A,5,10,DSCFF1241,,,8,s,no,,,,,,,,,
Wailupe,A,5,10,DSCFF1241,,,9,s,no,,,,,,,,,
Wailupe,A,5,10,DSCFF1241,,,10,s,no,,,,,,,,,
Wailupe,A,5,10,DSCFF1241,,,11,rb,no,,,,,,,,,
Wailupe,A,5,10,DSCFF1241,,,12,s,no,,,,,,,,,
Wailupe,A,5,10,DSCFF1241,,,13,s,no,,,,,,,,,
Wailupe,A,5,10,DSCFF1241,,,14,s,no,,,,,,,,,
Wailupe,A,5,10,DSCFF1241,,,15,s,no,,,,,,,,,
Wailupe,A,5,10,DSCFF1241,,,16,s,no,,,,,,,,,
Wailupe,A,5,10,DSCFF1241,,,17,s,no,,,,,,,,,
Wailupe,A,5,10,DSCFF1241,,,18,s,no,,,,,,,,,
Wailupe,A,5,10,DSCFF1241,,,19,s,no,,,,,,,,,
Wailupe,A,5,10,DSCFF1241,,,20,s,no,,,,,,,,,
Wailupe,B,1,1,DSCF1248,21.27532,-157.76185,1,s,no,,,,,Gracilaria salicornia,0,-1,0,0.6388888889
Wailupe,B,1,1,DSCF1248,21.27532,-157.76185,2,s,no,,,,,Articulated Coralline Algae,0,-1,0,
Wailupe,B,1,1,DSCF1248,21.27532,-157.76185,3,s,no,,,,,Acanthophora spicifera,3,2,6,
Wailupe,B,1,1,DSCF1248,21.27532,-157.76185,4,s,no,,,,,Actinotrichia sp.,0,-1,0,
Wailupe,B,1,1,DSCF1248,21.27532,-157.76185,5,s,no,,,,,Crustose coralline algae,0,-1,0,
Wailupe,B,1,1,DSCF1248,21.27532,-157.76185,6,s,no,,,,,Cyanobacteria sp.,5,4,20,
Wailupe,B,1,1,DSCF1248,21.27532,-157.76185,7,s,no,,,,,Euptiloclaida sp.,0,-1,0,
Wailupe,B,1,1,DSCF1248,21.27532,-157.76185,8,s,no,,,,,Halimeda sp. ,0,-1,0,
Wailupe,B,1,1,DSCF1248,21.27532,-157.76185,9,s,no,,,,,Hydrolithon sp.,0,-1,0,
Wailupe,B,1,1,DSCF1248,21.27532,-157.76185,10,s,no,,,,,Hypnea sp.,0,-1,0,
Wailupe,B,1,1,DSCF1248,21.27532,-157.76185,11,s,no,,,,,Lyngbya sp.,0,-1,0,
Wailupe,B,1,1,DSCF1248,21.27532,-157.76185,12,rb,ta,,,t,,Montipora sp.,0,-1,0,
Wailupe,B,1,1,DSCF1248,21.27532,-157.76185,13,s,no,,,,,Neritina sp.,1,0,0,
